"Train Accuracy = 57.9999983311"
"Loss = 0.682099"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"faith09luvsyou","in wyandotte, you either finesse or get finessed ~e-po. RHS| varsity #14 goalie__| team 1| '18|","Me and @SimpsOlivia danced to this at hoco___ https://t.co/JudtiEP9HH","0084B4","C0DEED","1","1","True"
"selina_miyoko","I'm 1 of a kind that's all u need to know","When he goes with his dad for the weekend and comes back dressed just like him ___ https://t.co/BL2wrIZ2Hv","DD2E44","0","1","1","True"
"paul_sweb","Left leaning. Alleged clueless hipster. Contains politics and swearing.","Looks like the Lords have delayed the moronic #taxcredits legislation for a while.","9999","EEEEEE","0","0","True"
"RANIYAH__","it's just Twitter silly","Saw u at ya worse and still thought u was the best_","0084B4","C0DEED","1","1","True"
"NancyLei","Proud wife of American hero combat wounded vet USMC Major James Frederick Wilson. Supporter of human rights & injustice. Step-Mom. Animal lover. Hiippy Adjacent","@CuestionMarque Don't forget billions in subsidies given 2 wealthy farmers. At the same time slashing benefits 4 starving children.","0084B4","C0DEED","1","1","True"
"RudyZach32","If he goes to get a hot dog, you should be there to put mustard on it. I've been known to spit fire","Wear red, white, and blue for the soccer game tonight, anything American","0084B4","C0DEED","0","1","False"
"LarryThornton6","","The best ever 24 luster loans - have coming in minute hour after hour loans: ANmMTM https://t.co/6N9PEITMPl","0084B4","C0DEED","0","1","False"
"LTownUTE","Go Utes! A Utah Man am I! Prof counseling Grad student. Go therapy!","@MUSSEmeritus wasn't there 3 on the long drive in the 3rd? One was by penalty. Not sure if that counts","2FC2EF","181A1E","0","1","False"
"klee_swims","I don't blame you for being you, but you can't blame me for hating it","U kno when ur having a horrible day and u see/talk to someone who makes it 92827292917 times better :)","0084B4","C0DEED","1","1","True"
"DominantMarks","I'm Cole. It's a pleasure to meet you.As you probably already know I own the marketing company called CAM but I also have a few hidden secrets.|Bisexual/21+||ET","@Lonelyneko0 ""well. Demons love trying to steal my company and they get killed. Simple""","0084B4","C0DEED","0","1","False"
"Zoleka_Yo","Mind and throat deep //


Stripper name: Crystal.","Docis about consciousness and chill?","B40B43","0","1","1","True"
"HausOfSavannah","Raised By Wolves","@Grimezsz I can't wait to see you Nov. 10 in Nashville. I hope to meet you after the show! _","0","FFFFFF","1","0","False"
"ericatorresss","","when does the gradebook close??","0084B4","C0DEED","1","1","True"
"MeJessicaJaymes","All Jessica Jaymes Pictures","Watch the full video: https://t.co/tOQQ1bfMHJ
Jessica Jaymes nailed in the kitchen https://t.co/EJY9Dw7W6m","DD2E44","0","1","1","True"
"averytheloser","Excuse me.. I got 10/10 in a spelling test once","Okay, so since it's the new quarter, I think i'm gonna deactivate my twitter until thanksgiving break. If you wanna talk to me ask for my #","9266CC","FFFFFF","1","1","True"
