"Train Accuracy = 62.0000004768"
"Loss = 0.639883"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"karlabeltrxn","i will always choose you","MY FAVORITE PERSON + JACK AND JACK WOWWW LOVE  https://t.co/SWtqdgZ721","D16F93","0","1","1","True"
"petitejasmina","and i am whatever i am if i wasnt then why would i say i am #pharmacist #senior #Sagittarius #fopcu
 _ __  _","Wounds heal but scars remain the same well what about open bleeding wounds?","1A8C8A","FFFFFF","1","1","True"
"meljocar","I'm just a nerd that _s a good song, great friends & a yummy craft brew. It's the simple things. And #Supernatural is pretty damn fantastic! #AlwaysKeepFighting","@elizaBeth_W_481 I would imagine it'll be the world series playing.","0084B4","C0DEED","1","1","True"
"Rachael_Smithh","Slippery lil newt","@Cocomojoe16 I'll slaughter you and your entire family","6500BD","B6AFA5","1","1","True"
"fourlokotears","I saw the face of god in my spit once","photojournalism professor talking about ethics in class and basically figured out I am unethical","ABB8C2","0","0","1","False"
"PerversiSerena","Attending a master in Fashion Communication at MFI (Bocconi, Cattolica, Politecnico) in Milano, ready to start an internship in September.","#fashion#style#cool Mothers are en  Vogue in Brazil Wearing Dolce&amp;Gabbana: To celebrate the Dolc... https://t.co/Ufd8gqm3xl #dolcegabbana","FFFFFF","FFFFFF","1","1","True"
"paudenise97","No mates mis sueos que es de lo nico que vivo.  #Wonderlust #NEEDFORFREEDOM  Muy lejos de ser quien quiero ser SNAP: pauladenis17","How many nights does it take to count the stars?
That's the time it would take to fix my heart","DD2E44","FFFFFF","1","1","True"
"vossbrink","Subtle joke was subtle.","@A_B_Allen Yeah. I already wear this on election day but I need the Fudge button to even things up. https://t.co/q9olzgdQa0","990000","DFDFDF","0","1","False"
"MSRheinlander","Momma to a beautiful spunky fun loving little girl. Lover of family friends & wine. Blogger. I {HEART} Books. SocialMedia/PR Consultant. EA for @JulieKenner","Natural Remedies For Depression and Anxiety https://t.co/kr8e2h017Z via @bay_art","295FAC","FFFFFF","1","1","True"
"ZckMcClure22","","Shoutout to chem and world civ https://t.co/WrogQfqfZU","0084B4","C0DEED","0","1","False"
"ray_noms","I love food and businesses!","Happy 3 Years to me! And many more to come! #lovemyjob #opendns #cisco https://t.co/GFRAc3kSjF","2FC2EF","181A1E","0","1","False"
"Logicswiftz","Logic+drake,Faze clan=#1","@bananafone34 #ApexIsCool why don't you like to ride the hover board as much as any one else","0084B4","C0DEED","0","1","False"
"kayadfi","Just a girl in love with God. Pole vaulting, lifting, reading and horseback riding are my passions. Country loving small town girl!","Photo: The Fellowship of the Ring: Book One in the Lord of the Rings_: https://t.co/4A1v5WdDd4 https://t.co/Hyosq3fr5e","0084B4","C0DEED","1","1","True"
"LoveIsLove92","Yes,Of Course, Always_","Ah I see make it seem like it's the fans that asked for 5 albums in 5 years like piss off we never asked for that!","1A1B1F","0","0","1","False"
"Stoner2Times","A.C.B tHe MoB","Fell in love with drug money and change","9999","FFFFFF","0","0","True"
"krysjoelie","skinny dip in rabbit holes for fun","me, a mess and my 1% twin https://t.co/b3ETAp6jIl","DD2E44","EEEEEE","0","1","False"
"stephieestie","Beauty addict, blogger, licensed esthetician and skincare geek.","Love the mornings I get to spend at #idi https://t.co/Yb3MUnYCPq","0084B4","C0DEED","1","1","True"
"davidjones720","Motorcycle builder, race car/Motorcycle frame designer, grow my own food, have bee hives, Farm Boy, guns, airbrush art, God Fearing man","@lynnie5155 that I agree but the numbers you gave had no bases cause they was connected to nothing that the details I was looking for!","0084B4","C0DEED","0","0","True"
"quen4_liz","","EVERYDAYDAYILOVEYOU Forevermore
Ride the edge of my seat with the hero_

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"Luluhime","Living in Oxford :D Love randomness, making cakes, sushi, motocross and snow!","@iwoot it seems the pre-xmas giveaway email I got earlier didn't actually contain any unique code _ and nothing is applied when I checkout.","42A3ED","0","1","1","True"
"rama_beba","Wael  abdelkarim","Who is going to be the first one to say goodbya","0084B4","C0DEED","0","1","False"
"tobitac","Chair of @peopleslobbyusa, vicar @FirstTrinityChi. Tweeting progressive politics, global political economy, snarky theology, Miley Cyrus.","better to fight to democratize, than to abolish, the institutions that regulate transnational interaction in a globalizing world ~N. Fraser","DD2E44","0","0","0","True"
"CToneScott","I'm a Grim Savage. Come follow.#SpursMafia #CowboyNation #PinStripePride #GunzUp","@robphillips3 @dallascowboys It as his first game in awhile, and big pressure was on his shoulders too. He did much better than Weeden","0084B4","C0DEED","0","1","False"
"BeverlyHilllls","It would take forever..","And there are not many around _","50505","FFFFFF","1","1","True"
"Rahdiculus","Click the youtube link and check out my new video The Savior. Thank u.","Ya boyfriend got 3 kids and none by u. Why are u so vocal?","14A6B3","FFFFFF","0","1","False"
"ManufacturingOD","Director, Operations/Manufacturing","CBSNewYork: Tears, Trades And The Captain: Chronicling The Mets Wild Ride To TheSeries https://t.co/GQROlJnyk4","0084B4","C0DEED","0","0","True"
"Amyy_Perkinss","18. Lewes Girls Football Club __","Martin and Sara are the biggest snakes ever __","C910C9","FAF5FA","1","0","False"
"ShopHeirlooms","#ShopHeirlooms #KnicksInJune #PhinsUp","Replace Karl AT with Stanley for ROY, and Russell with Mudiay for 10 dimes, even though there isn't a_ https://t.co/WctK4bOYRT","0084B4","C0DEED","0","1","False"
"angelinaonline","Female Rapper Angelina also singer/songwriter. Mixtape FROM THE UNDERGROUND TO THE GRAMMYS Available http://t.co/hG5DoNI5zw","@LaLaKristiansen aww, thank u so much for that! I preciate u listening to my music! My goal is that you'll feel my passion and sincerity &lt;3","9999","0","1","1","True"
"umbrella_di","I need more dreams and less life 
And I need that dark and a little more light","first and last words to Rick
1x01 / 6x03
#TWD #TheWalkingDead https://t.co/0IxLWIIbjo","ABB8C2","0","0","1","False"
"kakitsme","heb 11:1  true love is a mixture of friendship, appreciation & happiness.  #_____","@allynsays 23 is so good ;; the lyrics and the mv are the awesomeness","FA743E","DFDFDF","1","1","True"
"JBfrmDC","","It go down in the dm","474646","656869","0","1","False"
"IttsNava_11","Cheers to the teenage years.","my stomach has hurt all day and I'm over it","94D487","FFFFFF","1","1","True"
"d_rea32","Livin' life, Doin' stuff; Midland, TX; snapchat: drea32","The past three days have just sucked and for no reason","0084B4","C0DEED","0","1","False"
"TwitlessConnie","","@chloemae522 @radakal I was also the one crying on the floor of my building's bathroom for 3 hours at 10PM like 3 weeks ago...","CC3366","DBE9ED","1","1","True"
"JSII_19","@_mqueeen _","I got a gold MacBook that only use for music and homework .. Still keep it in the apple box","0084B4","C0DEED","0","1","False"
"CelebFactOMG","Hi, I post celebrity facts. And I don't think people are told enough how beautiful they are or that someone loves them so...you ARE beautiful & I love you!","Selena Gomez first kiss was with Dylan Sprouse on the set of 'The Suite Life of Zach and Cody.","0099CC","FFF8AD","1","1","True"
"Lots_of_lucy","live tweets and overflow from @wxndamaximoffs. NOT SPOILER FREE","@anglivetweets Rory and dean breaking up?? Idk was I just not good at reading the situation?","0084B4","C0DEED","1","1","True"
"travishuggett","Professional photographer, amateur everything else.","@teicherj Sadly, it's the only way to make it taste like bacon.","919191","EEEEEE","0","0","True"
"trohmemes","@indierectd: @trohmemes kinda ugly acc messy bio","@kumar_anika @Alexia36Alexia kiley gan doesn't want to be on the Internet","0","0","1","1","True"
