"Train Accuracy = 56.0000002384"
"Loss = 0.701798"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"austenisabelle","@cindybasargin","@marlikaufffman Enjoy the silence while it lasts :)))))","ABB8C2","0","1","1","True"
"CheyNicholePatt"," XO  pres  RYLArian ","Ordering graduation stuff and my heart is beating really fast... I'm not sure if I'm ready for this _","0084B4","C0DEED","1","1","True"
"brianstokes92","Working for Family Fund, in the middle of a quarter-life crisis.  Is 23 old?
Oh I also take notes on paper for York Pride.","@DanBaynes94 and Wishart trying to claim capital is laughable.","FA750F","A8C7F7","0","1","False"
"marketingkelly","Master Duct Tape Marketing  Consultant, focus on lead generation for small technology companies.","4 Simple Metrics to Prove the Value of Your Social Media Marketing Strategy https://t.co/sBPNWGT0wi","0084B4","C0DEED","1","1","True"
"gxldviibes","IG: gxldviibes","I have the best bf ___","0084B4","C0DEED","1","0","False"
"adablinkz","I'm Simply pretty & Fun 2 bi wiv u dont tink xo? den u've qot a Bad taste, #earphoneaddict#RockMusic#iRepGemini#tpainscrush#Jesus LeBestie D rest na Ojuay ","The ones we trusted the most, pushed us far
away.","0084B4","C0DEED","1","1","True"
"Rajna_Hussain","Older than you think @Rajna_hussain_2","Why do colour dying adverts always have young women in it saying ""see no grey hairs""

Who the hell has grey hairs at that age anyways !","92089C","FFFFFF","1","0","False"
"SchaeAvery","why is it taking so long to believe that if we hurt nature, we hurt ourselves?  @masssholee _ (^^^)","You can't buy a bottle in Houston and come back with it. You gotta finish that shit. Nah what I'm saying. _","0084B4","C0DEED","1","1","True"
"dgilliam29","Owner of Etscomputers http://t.co/vCcEGVEdTq Latest News on Tech, Science, Astronomy and IoT. If you follow I follow back.","OmniVision Launches Video Processing Chip with Built-In Memory for #IoT and Security Applications https://t.co/Zdm63xPLpl #technology","0084B4","C0DEED","0","1","False"
"randlight","Travel  a lot and realise that Oz is the best country in the world to  live in, despite who LNP have just elected as PM now MT urbane clone of TA","HSC 2015: Indigenous history top priority for new Board of Studies curriculum  https://t.co/wuwdyG4WVk via @theage hope so","9D582E","D9B17E","1","0","False"
"Keen19Keen","","I would love a franchise in Burger King also have a great club in every town run by myself and heart fm,playing all the great tunes.","0084B4","C0DEED","0","1","False"
"Sheehands_","If you find somebody better, I'm sorry I missed em UMiami '19","@JonathanBirek he's gonna be our PR guy for the players so nobody gets suspended or anything","0084B4","C0DEED","1","1","True"
"JohnnyPetrini","Enemy of all Socialists, Libtards, Islamofacists and Barack Obama. #NRA #RedNationRising Right Wing Terrorist I will not apologize for my Tweets","EMPOWER THE STATES ACT https://t.co/2NVaB7JGEm  via @3tags_org #PJNET @House_GOP @Senate_GOP @SenTedCruz @SenMikeLee @BobbyJindal @GOP","0084B4","C0DEED","1","1","True"
"ihateColt45","Barbarian","the giants slow.","626266","0","1","1","True"
"Alex_Bailey1013","I laugh way too much // I _ @rebecca_emma15","The dude in the truck beside me is singing the lyrics and and totes jammin' to the same song I am","ABB8C2","0","1","1","True"
"LEWLAAAR","","6-0'd Jacq and then he dashboards lool","9999","EEEEEE","0","1","False"
"Deayanna_","ig:de.ayanna 12.31 ","Imma give you the benefit of the doubt and Imma love ya _","0084B4","C0DEED","1","0","False"
"stevegayescort","I'm a gay escort but I'm not what you would expect. Executive Class Guy. I offer a discreet, personal sexual experience. Call 07854 146783 between 8am & 11pm","Skulking about with a gin and tonic _ @SanB5_2","0084B4","C0DEED","0","1","False"
"angelarryy","you got it, little louis got it,,,,,,,OTRA Toronto","i would've asked about the Bears first thing like??? https://t.co/aNfGRnDn0g","9266CC","0","0","1","False"
"JAG3RJAY","I am a gaming nerd! Heavy Metal \m/ , Horror Movies, and J_ger!!!!!!!","@assassinscreed Thanks for the wonderful gift! I love it! https://t.co/K7vjteTpa6","3B94D9","0","0","0","True"
"TeeFreee","the plugs daughter.","my mom wants to know why i bought my baby 2 pairs of tims and she isn't even here yet.. lmao cause bihh, they were on sale.","F5ABB5","0","1","1","True"
"DFreeTraveler","food and travel blogger, focussing on dairy free cuisine","@Ingredient1 Thanks, will be in touch.  Writing an article on Dairy Free Manhattan, and want to mention you in the section about markets.","0084B4","C0DEED","0","0","True"
"Nightbreed1984","Love films. Dark humour. Massive #LFC fan. I occasionally review for @HiDefNinja and @ScreamHorrorMag. Founder of reelgingermoviefan. Come say hi.","Look at the state of it. I bet she has a big old beefy mangina.  https://t.co/Z8lIe2EpPV","D02B55","181A1E","0","1","False"
"InuOre","Short smart n pretty....God loves me..I love me...We all should love ME :D","My porch lights keep ""on-ing"" and na only me dey house... I'm afraid oh..__... Epppp me","0084B4","FFFFFF","1","1","True"
"TheJuanAndOn1y","All I got in this world is my balls and my word, and I ain't breakin them for nobody {_}","Idc man the more people know the more problems there are that's always how it is","0084B4","FFFFFF","0","0","True"
"slouise_louise","","@TechyBit @bbclaurak they'll probably ignore the Lords (quite rightly) and make some adjustment to ensures low paid workers don't suffer.","0084B4","C0DEED","1","1","True"
"EnanoO_4G","- Mii UNICO IDOLO ES DiOS -//-Mii Liimiite El Ciielo, :) #","One States Struggle to Make Ends Meet: Why Illinois Is Without a Budget https://t.co/J1VRF4Ieo7","263236","0","0","0","True"
"Pilates_Balance","Physical Mind Institute of Canada certified instructor of TheMethod Pilates Matwork ,Standing Pilates, Small Equipment exercises, Prenatal & Postnantal Pilates.","Interesting! https://t.co/BRtsG0soiN","93A644","EEEEEE","1","1","True"
"NeckLauren","18/A Day To Remember, Neck Deep, other cool bands, cats, pizza, earl grey tea and WWE/Macaron and Lozenger/ III.IX","I literally Hoover it and then do this omg  https://t.co/dcviHKYL0q","FC0DB0","FFFFFF","1","0","False"
"Hessahkh_","  ___ ___ .. ___ .. ___","Can we both say the words and forget this?__","0084B4","C0DEED","1","0","False"
"ThunkinOutloud","Busy body Boomer photographer, lawyer ex machina, social justice Blues shouter._, ___","Dr. Edwards has been talking about ""systems thinking"" and ""intersectionality"" for far more than 30 years.  https://t.co/xyfEdXw9zO","4A913C","0","1","1","True"
"Rejuvinateshop","Owner of rejuvinate vintage shop..www.rejuvinateshop.co.uk. ...or find us on Facebook rejuvinate shop and see our daily updates","Nanny and grandad Pledger","C32FBC","73013C","1","1","True"
"TheMunSessionGT","","GSI Super-Quality Multi-Function Mini DV High-Definition 3MP Camera/Camcorder/Webcam/Voice-Recorder for_ https://t.co/5Hf3ZDbIae","0084B4","C0DEED","0","0","True"
"DiMaSpyder","Music, Writing, Craft Beer, Nascar, Star Wars, comics, and good times. Casual artist, and I love books.","@RogueSquadPod Google is skynet and Facebook is google's version of the T3000! In other words... We're all fucked.","0084B4","C0DEED","0","1","False"
"miss_samia","http://t.co/gUT7XRq932

Co-Founder of @HeartBeatsTO","Dear Cuba, you chewed us up and spit us out...but your beaches made up it_ https://t.co/Ldos9uL14Z","FF0000","F2E195","1","1","True"
