"Train Accuracy = 47.9999959469"
"Loss = 0.748488"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"GreenClouds4","Graphic designer, art director, tactless loved up Dubliner. http://t.co/Sol5IVmGm8","@owolade14 where I differ with Spiked is I don't have the contempt for trans ppl &amp; the prejudice they experience that Spiked seems to have.","0084B4","FFFFFF","1","1","True"
"Erlene383","Pug Owner | Passion Leader | Football lover | Wanderluster","weston park was established in 1921 and was dedicated to john b.","0084B4","C0DEED","1","1","True"
"footybrasileiro","Tweet about almost all things related to Brazilian Football. Sou Tricolor de corao and a QPR fan","#Vasco captain Rodrigo is at it again! First #Flamengo defender Samir and now #Gremio defender Erazo #quevergonha https://t.co/aupU8GW1na","3B94D9","FFFFFF","0","1","False"
"mcalpss","","Hate when you see or hear people names and it makes you angry #idiots","FF0000","F2E195","1","0","False"
"ajahlexi","isu. | youtuber | freelance/self-taught mua | visual communication | ig&snapchat: ajahlexi","THE NIGHT SHOW _ FRIDAY _ 10-2 _ ID REQUIRED _ $10 MALES _ $5 FEMALES _ COSTUME OR ALL BLACK _ https://t.co/CnZPIr2Uu6","0084B4","C0DEED","1","0","False"
"saraclarkee","New beginnings","My other is complaining about the fact that in the first twilight movie Edward was pale as fuck and in the last one he isn't pale at all","0084B4","C0DEED","1","1","True"
"Williams_Autumn","she's got a wild side, but covers it up so well","Literally consider dropping out of school and becoming a stripper 98% of the time...","8D3EE6","FFFFFF","1","1","True"
"MyNameisRazzle2","Stand-Up Comedian. CoHost of Today We Learned podcast on @NerdistDotCom & @TheNerdMachine's Picking Favorites on @WolfPopNetwork. Loves Adventures.","If you like jokes, and haunted movies, and Mark Wahlberg, check out this with my pal @danielvankirk. 
https://t.co/CAcP6cpYbD","0084B4","FFFFFF","0","0","True"
"JPadmore92","I didn't come this far just to come this far. TGBTG.","HAPPY BIRTHDAY to the next big thing, @nolimitbill!","0084B4","FFFFFF","0","1","False"
"shadowcadettt","Lizzie favorited 8x & replyed 17x yammy favorited & replyed a few times joel replyed 2x & favorited 1x seapeekay favorited&replyed many times vengelfe faved 1x","@Smallishbeans @cryforphan is the crazycraft disaster..... episode today?","F5ABB5","0","1","0","False"
"_foreign_NxU","// CKSS //","2 people followed me and one person unfollowed me // automatically checked by https://t.co/fvbz35suqo","DD2E44","0","0","1","False"
"BirtheIrene","Danish-florist/gartner. Love running and simply loves rain.
A gigantic fan of Barack Obama and  ditto Joshua Ledet.
I have God in my heart.","@SenSanders It`s really the Indians..and you are all migrants... remember that...","FFCC4D","0","1","0","False"
"therealbink_","","Ima just stay out the way ___","12ADE6","C0DEED","1","1","True"
"arielcox8","","@MichWise If you are interested in chakras cleansing and Kundalini awakening visit: https://t.co/VOes2Jvc9w","38543","EEEEEE","1","1","True"
"IvanaStojkovi15","","@onedirection for #ArtistOfTheYear ere https://t.co/HPSqRsaqDT and Vote for your favorite!  #AMAs #OneDirection","05B5F5","0","1","1","True"
"RedneckHQ","I love my Country, Guns & Beer!
Rednecks do it right.
Trucks Jeeps And Women.","Rednecks....

     The backbone of America","4A913C","C6E2EE","0","0","True"
"Ray_Aronds","Marketing Communication & Sales trendwatcher, Movie & Music Collector.  See also : LinkedIn.","Robert Walker And The Soul Strings - Stick To Me (RCA Victor - 47-9304 - 1967) https://t.co/GVRR88DKFW","FF3300","86A4A6","0","1","False"
"ReickoA","Published Author from the Metropolitan Area. I love writing books and networking.","Click the caption and enjoy chapter 1 for free.
MichaelVDC https://t.co/qXZYRn5bm4","0084B4","C0DEED","0","1","False"
"wizzybiebs","marie and lucie only the best","bieber is back and you can't stop him #itsouryearjustin","ABB8C2","FFFFFF","0","1","False"
"basilbottler","Podcaster, optimist, dreamer, fearless explorer, gardener, gambler, poet, lover, hard drinker and builder of a home made, manure powered space rocket.","Tonight, at 10pm...Go to https://t.co/fOI73WFzoA and search for 'Basil Bottler' for a smutty and very shit radio show.","3B94D9","0","1","0","False"
"amickc3","CUW. Jeremiah 29:11. God is so so good.","Taco Bell dates and T-Swift jams with this girl make my day. @britwil2014 https://t.co/P5GRfVKFEz","0084B4","C0DEED","1","0","False"
"chloezarafaith","festival and events student who likes wine a little too much. taylor swift/patriots/disney/asoiaf.","goals for next two weeks: a 3000 word report to be completed, study abroad essay, and finish the west wing. nae bother.","F5ABB5","FFFFFF","1","1","True"
"_PrettyDessiy","RIP CARTERRIO JOHNSON","Seem like the only move worth making","0084B4","FFFFFF","1","0","False"
"NickMakhoul","2x beer league softball World Champion. #23 RF, 2B, and C for Lou's Tavern. Lifetime .579 postseason hitter","Herm Edwards is the man","0084B4","FFFFFF","0","1","False"
"morning_glory9","There Is A Light That Never Goes Out","I'm #reading The Book Thief by Markus Zusak https://t.co/WkoOUPDI4P","FF00E1","65B0DA","1","1","True"
"1_NewarkOutlaw","Nott'm Forest & Notts CCC supporter. Also enjoy live music & beer. Instagram: 1_newarkoutlaw","@glamwalker45 thanks for the follow :-)","3B94D9","0","0","1","False"
"LGP248","No boat shoes no entry","And tacos cause you know","0084B4","C0DEED","0","1","False"
"TudoSobreQuase","","https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/vLKzpoSPIf","3B94D9","0","1","1","True"
"DavidCama18","","""Spectre"" world premiere: Daniel Craig and his co-stars certainly looked like special agents in their sophisti... https://t.co/QGZCzlCt6h","0084B4","C0DEED","0","0","True"
"danipayneflesh","","#YoQuiero ganar los meet and greet conone direction!!!","0084B4","C0DEED","1","1","True"
"fuccidulcie","I think I'm gonna cum! I think I'm gonna cum! Watch mEE!","Chick lovely and leggy in some black stockings, model camgirl https://t.co/ARriNq6jZU https://t.co/IzgxBoSUjw","FD0FBF","0","1","1","True"
"krs21da","","One States Struggle to Make Ends Meet: Why Illinois Is Without a Budget https://t.co/DC8LfzBMmk","0084B4","C0DEED","1","0","False"
"MohammadNeshat","","The new iPad pro is out of this world!!! https://t.co/E8HF2MQnLY","0084B4","C0DEED","0","0","True"
"circa3005","brandy/atticus | 19 | sad and bi","@gothdjinn Rohan continues to be the village bicycle","F88379","0","1","0","False"
