"Train Accuracy = 57.9999983311"
"Loss = 0.627178"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"NOidaProtested","The last enemies that shall be destroyed are the bodyguards x coca-cola keeps me going PLEASE RT https://t.co/ydS56GqcLp","You can change the color of my fan art to match your hair @Michael5SOS @5SOS https://t.co/Z6jIAE0uED #5sosfanart","0084B4","C0DEED","0","1","False"
"LowkeyRoxanna","ig: lowkey_roxanna","btw don't get too excited and try to put on your EDC waistbands on when it comes in the mail...it won't come off __ #advice","9999","FFFFFF","1","0","False"
"maxxkrakoa","VP of Development at Unsilo, Aarhus, Denmark, open source enthusiast, Fedora user, comic book reader, father of two.","Looks like @firefox support for Push Messages will be in the next release (42). Cool stuff. PushMessageData in 44. https://t.co/YEpUQ2AjFS","9266CC","0","0","1","False"
"ToddGJoseph","19 | Digi-Destined | Self proclaimed Writer | God's Child | #FaithAndScience | #Team767 | John 3: 16 |
Shots/Snapchat/Instagram: toddgjoseph","""All for each and each for all""","3B94D9","EEEEEE","0","1","False"
"InternHarleen","I'm just a professional psychology intern working at Arkham Asylum. At least I was until I started hearing another voice in my head {{18+RP|Split personality}}","|| The Jester and The Scarecrow. I can't lie. I ship it. || https://t.co/p44xxOSCA3","0084B4","C0DEED","1","0","False"
"mattfink8","Penn State Grad - Architect - Designer","@NorthJerseybrk this is just poor. All afternoon cops were trying to keep the photographers away from the kids but you had to sneak one in","1F98C7","0","0","1","False"
"owlcity_ITBot","Intelligent Twitter Bot that tweets with the personality of @owlcity. Tweet me, I'll reply. Status & more: @ITBot_Central.","But when I get married and I scream as I shove another slice of cake into my mouth.","0084B4","C0DEED","0","0","True"
"AlresfordBear","Interested in User Involvement in Health and Social Care/Research and Cake, with a penchant for Scones. Sponsored and Powered by Scones R Us","@RhosWhiting @NeurolawGuy And sometimes have subsidised bevy and a wee kip.","0084B4","C0DEED","0","1","False"
"cassidykaurich","Poluting The Earth Since 1999.","@rbozsoki Slow for you and if someone speaks Spanish it's slang and that's not what you're learning so you won't know what there saying","131513","FFFFFF","0","1","False"
"ohdamnabby_","what a drag","man.. Writing on the wall by Sam Smith is such a sad song I love it","0084B4","C0DEED","1","1","True"
"lizquenswimming","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","0","False"
"EdithMelo1","African, Afros, Beauty, Music, Dance, Art, Laughter, Food & Randomness! ;)","Having a rubbish day! I waited half an hour for my bus when it said due. Only to get on it and have it terminate a couple stops after.(CONT)","0099B9","5ED4DC","1","0","False"
"ILOVCONTROVERSY","LOVE","Me and my addiction to scorpios __________","0084B4","C0DEED","1","1","True"
"erin_groth22","5 minutes late to everything but concerts and interviews. I survive purely off of expensive coffee and cheap wine. breaking rules & breaking free","I wanna learn more and talk less. I want to read more with my free time verses watching TV. I want to volunteer more and go out less.","8600B3","C0DEED","1","1","True"
"DaveTodayFM","On the radio. Happy.","@neilbrazil @MariaDevereux Ha Ha! The good lady's artwork. : )","2A2A2E","87BC44","0","1","False"
"cecemeddock","out of student loans and tree house homes we'll always take the latter.","Tomorrow is 300 days and no one is going to ruin it for me _","46962C","0","1","0","False"
"oralwithricky","sometimes I fangirl more than I should","@MCCANNHARMONY all I want it's the summer of 2013 back, I'm crying (jk, I don't cry, but this is an emotional moment)","B5AAE0","FFFFFF","1","1","True"
"intothecrevasse","staff writer at @random_nerds / bylines at @thedissolve, @forbes, @TheAVClub, @newsweek, @screencrushnews, @nerdist / drifting off on knowledge / FOR HIRE","@vrizov Don't wanna spoil anything but let's just say that there are some pretty horrifying montages in the second act","1.64E+03","FFFFFF","0","0","True"
"AadilPitafi","Silent rebel. Computer Saaein-tist to be. Founder: http://t.co/HTxcTZfRU2","Passive smoking and chai is a horrible combination. Tastes like bbq chai.","0","FFFFFF","0","0","True"
"evridikipapa1","Married , one son Leonidas :)","I added a video to a @YouTube playlist https://t.co/CLEr5sYvLp 'DWTS' Partners Bindi Irwin and Derek Hough Visit Ellen","9266CC","0","1","1","True"
