"Train Accuracy = 51.9999980927"
"Loss = 0.743129"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"ColorMe_Gen","Isaiah 54:17 | #MeechMOB | #ColeWorld |livin' for the present and the future don't exist| '16_","Y'all really don't understand how crazy it makes me that if I say Sprite and my waiter brings back a Sierra Mist I can tell the difference!","8E59FF","0","1","0","False"
"Tjones5","PFF Assistant Editor","Somehow ended up like 10 feet from the new MLB commissioner","0084B4","C0DEED","0","1","False"
"ughcarolyn","**sigh**","@lmaokaylinx @charlieputh but then i opened the picture and OMGG","9266CC","0","1","1","True"
"Peaky76","Yorkshireman in Edinburgh | Editor @tvbomb | Co-founder @edinburghsoup | Freelance marketing and more | Tweet about arts, politics, horseracing","Deputising as reviewer at And Then There Were None @edtheatres tonight. Love a good murder mystery. First interval. Body count = one.","460202","FFFFFF","0","1","False"
"timhyjek","Christ follower, husband, dad, pastor, love the local church and leadership, toronto maple leaf fan (don't judge me!)","The only thing better than chilli is bacon chilli. #baconwithanything https://t.co/AfANPdXJfR","0084B4","C0DEED","0","0","True"
"HarlyWalton","","@CamranTHECow  you only have 1 fucking sub and you don't have any videos","9266CC","0","0","0","True"
"RandomNobody86","Is not actually The Invisible Man.......or is he!?!?","@TakeThatDarwin @YMcglaun They are aware the Bible is not a science textbook, right?","0084B4","C0DEED","1","1","True"
"CandyRandy_DJ","Former Chicago DJ, now residing in The ATL. Owner/ operator of http://t.co/oQNRowfFXi. Check out my podcasts at","This is big news. Last week, students and faculty voted to take down the state flag from campus because it... https://t.co/uIaOkbfXQH","0084B4","A8C7F7","0","1","False"
"rocksvely","","Short Trick of Quantitative Aptitude -Time and Work Problem 2 in Hindi: https://t.co/tpXdBHwNaV via @YouTube","0084B4","C0DEED","0","1","False"
"danabgirl","infernal navel-gazing. hopeful despite my best intentions.","But either way, we're literally exploiting the poor to produce more vanity.","D02B55","829D5E","1","0","False"
"sprinklofstyles","*:_ _I just really love one direction  __:*","@Harry_Styles I love you very much and you mean so much to me_, I can't wait to hear Made In The A.M., I am so so excited___! 
x2,083","0084B4","C0DEED","0","1","False"
"SkullYami","A sad jellyfish who lives an unshare love with Adobe...","Sabsab and Casper's fight made my night","F5ABB5","0","1","1","True"
"lq7_camouflage","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"Peter_Binary","Director","The Truth About Those Chilling 'AHS' Opening Credits Isn't Scary At All https://t.co/5kZWCcvAlU #news","4A913C","0","0","0","True"
"Ellenvindyy","","If it's wrong or right i know our love will be side me though the years go by i will stay the same","9999","EEEEEE","1","1","True"
"helloitsquennie","","@romxlynnn yay! and i miss you too!! i hope youre doing good!_","89C9FA","FFFFFF","1","0","False"
"Ayoun2x","Regret nothing","Same old story..
Get attached to someone..
Get close..
Get lost..
And..Let go..","9266CC","0","1","1","True"
