"Train Accuracy = 62.0000004768"
"Loss = 0.612607"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"paulfflotron","I am founder & owner of a professional pet care business, Creature Comforts Great & Small.  I support animal rescue and involved in pet therapy.","Good Afternoon Wonderful Friends - From Paul and Turk at Forest Park!  Have a Fantastic Day! https://t.co/Xr37XmqVIi","3B94D9","0","0","0","True"
"chadfishburne","Comedian / Writer / @RabbleTV Broadcaster & Host of #YouCalledIt. Wrestling, baseball, boxing, and MMA fan. Huge food nerd.","@TheFalcoholic is like the mailman... Because he delivers! #MuteBuck &amp; #BlitzTheBooth on @RabbleTV! https://t.co/BbYsOolD0D","94D487","0","0","0","True"
"HannahLehkyj","","Making microwave popcorn for the first time___","0084B4","C0DEED","1","1","True"
"KatieReau","","@AdamStraits happy birthday!! We going to the bar later?","D8BBF0","0","1","1","True"
"semieitas","alphie (peach puff)  25  they/them  prince or rare pairs  Samsara on AO3 (author of Hot Pink)  header by sheenaxzelos","Imagine...if Tendou originally lived in Tokyo and was childhood friends with Bokuto and Kuroo...and he just grew apart from them. Imagine.","A64921","FFFFFF","1","0","False"
"GarretBuie","KU Alum. Economics Degree.  Alum. Healthcare IT. Soccer Fanatic. Closet Nerd. Royals. Sporting. Chiefs. Luckiest Man in the World.","MY GF @CayCalz JUST GOT HER BIG GIRL JOB AT CERNER AND I COULDN'T BE MORE PROUD OF HER!!!","1564D9","0","0","0","True"
"boomm_zz","","They only seem to come and go away.","0084B4","C0DEED","0","0","True"
"steve05g","Just an uninformed and opinionated twit expressing views that I might agree with but later might not.  No proper profile pic because I have a face for radio.","@RichardDawkins @hemantmehta could I suggest blogging and putting a link 2 blog on Twitter. 140 characters lends itself 2 misinterpretation","3B94D9","0","0","1","False"
"TheRachelHonza","I found my life when I laid it down","how come beauty youtubers like can't grasp the concept of waiting till liquid lipsticks have dried to lip swatch them","774466","FFFFFF","1","0","False"
"paula_y1","Sometimes random, music loving person.

Mostly EXO with a bunch of other groups & soloists thrown in.","@hadashinoeden oh my. I had a feeling it's gonna be something big and now I'm more scared/worried.","1F98C7","FFFFFF","0","1","False"
"FatherFoamHorse","a nihilistic funnyman suffering for the sake of his art","a VICE article: I'm A Polygamous Necrophiliac Junkie And This Is Why Pedophilia Is Okay","DD2E44","C0DEED","0","1","False"
"30_Helens","NSFW  An ogress and most excellent transsexual. Artist and author of Gay Losers and My Pet Piper. Drawer of girlcock and also of cute and soft things.","@MammonMachine I have had such big feelings re giant women as a kid because of lots of reasons and Jasper really shook that loose","75A3A3","A8C7F7","1","1","True"
"AllEyezOnMonae","summa cum laude\french fry enthuiast\ your mom's fave\super dope\blessed\","I'ma just stay at my house and never leave again lol","0099CC","FFFFFF","1","1","True"
"Frowniebrown86","","I liked a @YouTube video https://t.co/EV7PHD3A2h Chocolate chip cookies | The Vegan Corner","0084B4","FFFFFF","1","1","True"
