"Train Accuracy = 62.0000004768"
"Loss = 0.693306"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"LizaQuen143","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"BlameEbro","Balancing the Truth and the Troll since 2015. If you can't handle the truth, #BlameEbro.","Pharrell Doesn't Look Too Happy In His Depositions From The ""Blurred Lines"" Lawsuit [VIDEO] - https://t.co/237dZa8w94","FA0032","FFFFFF","1","1","True"
"jimbobthedevil","You wanna be this sexy.","I need to do something for #Halloween .  I went as ""Decent Human Being"" last year and everyone thought I was terminally ill.","0084B4","C0DEED","0","0","True"
"adamversuslife","Winner of the High Horse Grand National","@courtneexx Yeah, and he got ripped apart! I'd keep it quiet!","9999","FFFFFF","0","1","False"
"Winniewinkle1","","Gate Opened! Bring on the Frozen Hills in #BestFiends - Download FREE - https://t.co/yUuzgo5DvZ via @bestfiends https://t.co/lSaetMNpuQ","FF0000","65B0DA","1","1","True"
"KingJique","Doesn't matter how slow you go, as long as you don't stop. 

Westfield Insurance

Pinnacle Sports

#GoBrowns
#GoBucks
#Believeland","If the game tonight can hit 39 total points or more, 11 $5 scratch offs will be coming my way","0084B4","C0DEED","0","1","False"
"bopbop_simsim","All around know it all & Agent Provocateur! RT means you are my Guru. I'm w the Others","Terri Upshaw says she had to choose between family and love https://t.co/Y7hPxVySjd racism is a form of cowardice","2FC2EF","181A1E","1","1","True"
"7NewsTraffic","Get up to date Denver traffic updates, weekday mornings from 4:30 a.m. to 9 a.m. from Jayson Luber  Traffic Guy. Updates also posted on Facebook.","@MAD_Hippies As expected it is running a month late and won't be done until Thanksgiving.","0084B4","FFFFFF","0","1","False"
"Jinxzss","wtf am i","I liked a @YouTube video from @goldglovetv https://t.co/eXQPwLIFnl PICK UP THE PACE (Keep Talking and Nobody Explodes)","9999","EEEEEE","0","0","True"
"cheyflan","im just here for tp, bo burnham, and disney world.","will i even need sound effects for the diviners tonight","0084B4","FFFFFF","1","0","False"
"katelynnd24","","Savana literally watched a rock come and hit my windshield and crack it on the freeway ____ #stupidtrucks @SavanaEspinoza","0084B4","C0DEED","1","1","True"
"Carlanun","I am currently under construction ~ thank you for your patience.","Sied van Riel and T&amp;M - Enter The Arena 044 https://t.co/9AhZpOm6PV","0084B4","C0DEED","1","1","True"
"Deckle_Edge","I might tickle your overexposed over saturated conscience. 
Founder - Calcutta Instagrammers @ig_calcutta","I see so many faces and faeces everyday. Don't know whether there's any remarkable difference between the two.","37B0B0","FFFFFF","0","1","False"
"IanPAMacDonald","Gael. Supporter of traditional arts & the oral tradition. Lover of seann-n_s. Shinty coach and fan. Parent. Physicist in the NHS. Traveller, eco-dude, cyclist.","@A_LordDarling Right, which one of you is the plagiarist? (Hint: whoever puts their hand up will probably come off smelling a bit less rank)","0084B4","C0DEED","0","1","False"
"shannonmulhall3","straight outta castledermot","I can't wait to see orla and lauryn tomorrow___","0084B4","C0DEED","1","0","False"
"mon3stacks","My wife and my daughter are my life. I'm just here to talk sports, music, and life. #LBJ #Saints #Duke #LSU","Got home at 4 in the morning.. And ate coffee lovers ice cream when I hit the door","0084B4","C0DEED","0","1","False"
"FFW_FutureShock","Director of Future Shock. (Fictional)","If the need arises, I'm pretty sure Lyn can take Arya.","9999","EEEEEE","0","0","True"
"IcanChangeBaby","Hey ma, wassup.  I ran a 5k with crutches, drank coffee for 4 days straight and find the best deals you've ever seen!","https://t.co/NQ1nqRRgGD #shoes #style SAUCONY Men new green and red fabric and leather sneakers shoes Size 42 https://t.co/I7vi8PvyjB","0084B4","C0DEED","0","0","True"
"IAmBrunhofer","I'm a creative writer with a passion for film, video games, and professional wrestling. I am also a part-time video game streamer at http://t.co/SLzyWYEkvm.","Brunhofer is now live with @tombraider! Go to https://t.co/kuogZaFKpP and Enjoy! #PS4 #Tombraider #writer #Twitch @TwitchSharing","FA743E","0","0","0","True"
"Astraldesigner","Graphic Designer for @DarthCollection | Contact.astraldesigner@gmail.com for inquiries | Social Work: https://t.co/J6A77QByhI","@niclasernst @SymmetryTuts One way or another. If you simply dislike something, distance yourself and move on.","3B94D9","0","1","1","True"
"youngglobal","Larry Ossei-Mensah is a Globetrotter, Marketer, Writer and Independent Curator.","#weasone the countdown continues!https://t.co/wfLsIiCE5t https://t.co/p8mpgcqN0j","0000FF","87BC44","0","1","False"
"therealmoment","young entrepreneur that likes cars. the end...","I Feel so blessed we went from nothing 15 years ago to having everything,3 houses 1 apartment and 5 cars.Started from the bottom now we here","9999","EEEEEE","0","1","False"
"lizquenexchange","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"soundhunterweb","Music Lover. Fisherman. Father","A Star Is Viral: How 'Jem and the Holograms' Doesn't Get the Internet: Jem and the Holograms was always a stra... https://t.co/ZJcKfa3EMJ","0084B4","C0DEED","0","0","True"
"betha_lehem","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"iamtenseven","Proudly Nigerian with a Manchester United DNA","""In all his ramblings in Ibadan, Kwakwanso did not condemn the abduction of Chief Olu Falae, the killing of innocent farmers,...""","EEA525","EEA525","0","0","True"
"dewesh_tiwary","Politician","How cheap and mean comment and ideology displayed by AAP's Alka Lamba..!
That's AAP's character
Insensitive cruel... https://t.co/tyeoBI2rUw","0084B4","C0DEED","0","0","True"
"aron_pauler","","Australian gov't never owned it anyway. The land holds us. We don't hold the land. #in https://t.co/j89SwX8nzB https://t.co/7UIySxqaAQ","0084B4","C0DEED","0","0","True"
"PRIZMATICGLASS","I fuse glass in my spare time... trained as a biochemist, also interested in food, nutrition and health.","Just listed Blue Fingerprint Wine Bottle Stopper by prizmatic: 22.00 USDWhy use the old cork wh... https://t.co/Ias8GLxGOR #etsy #etsybot","FA743E","D3D2CF","1","1","True"
"indik","Lizard hypnotist. Weirdness magnet. Swears a lot.","*whines piteously* I know I'm gearing up for another sinus infection. I'm constantly congested and all I want is sleep. Doctor on Thursday.","146969","828282","1","1","True"
"anabanana_swim","Swimwear for contemporary woman who values style and quality in everyday life.

She is original and tasteful yet effortless.","Photo: senyahearts: Cara Delevingne and Kate Moss in Before Sunshine for Mango, Fall/Winter 2015  https://t.co/eutt2pI0vs","89C9FA","0","1","1","True"
"The_Dapper_1","Martin X","@EWErickson @DavidCornDC not true at all. We are a bible based religion and you didn't find that in the #bible","2FC2EF","181A1E","0","0","True"
"TudoSobreQuase","","https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/U3p8haeiGB","3B94D9","0","1","1","True"
"babeniallniall2","","Hi princess of light eyes _. 
You and a great makeup artist __ .
You are awesome Lottie . 
Please follow me babe ? __ @lottietommo x527","0084B4","C0DEED","1","1","True"
"iAmRoxyAyala","DJ | Creative Director | Visual Artist | Social Media Coordinator & #Influencer | Stylist | Youtuber BookRoxyAyala@gmail.com | INSTAGRAM: Officialroxyayala","This company wants to sponsor me and I've been putting them on hold with the promo work.  NOT because I don't like them I'm just busy rn","F5ABB5","FFFFFF","1","0","False"
"zendisy","Breathing dreams  #TeamFollowBack","October in Washington Marks a Win for Clinton and the Old School","333333","C0DEED","1","1","True"
"Katyaax","Say you'll remember me standing in a nice dress, staring at the sunset.","They have cheesecake cookies here and that's what I'm going to miss the most","38543","FFFFFF","1","0","False"
"bearaboi","Trying to refigure things out for myself | fisheries | marine | @UCDBC","@essexdb then when the time comes, go vote for a Little Britain - one that will be marginalised and ignored in a globalised world.","0084B4","C0DEED","0","1","False"
"meghanscurti","","Now she's talking about old episodes of M.A.S.H. and what the actors are doing now","ABB8C2","FFFFFF","1","1","True"
"TurismeCastello","Propietario @Aldea_Ecorural  esta formada por 3 casas #rurales #ecol_gicas, t_picas del Alt Maestrat, destinadas al #turismo #Ecol_gico en #Castellon.","Number crunching for the past day - 2 new followers and 3 unfollowers. Stats via https://t.co/zT5Qh5Fru5","4A913C","FFFFFF","0","0","True"
