"Train Accuracy = 67.9999947548"
"Loss = 0.654831"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"bookmarklit","I like reading books, eating pizza, and watching football. Sometimes I do all three at the same time.","@momsradius I don't know what her deal is sometimes. She's so on-and-off with how &amp; when she gives respect","FF974B","FFFFFF","1","1","True"
"beccagraceface","| I'm here for the food | MU '19 |","Just wanna go to the Chicago Aquarium. Is that too much to ask?","FF0000","FFFFFF","1","1","True"
"diannabanannnna","","gym and acai bowl dates are the best ","0084B4","C0DEED","1","0","False"
"3WELLS3","just playin the hand im dealt","It's almost the time of year where napping at 2 becomes an everyday thing","0084B4","C0DEED","0","0","True"
"cannedallison","cheetah print enthusiast and whistle tone extraordinare.","@AndrewTighe42 thought I'd throw it out into the universe. #askingforafriend","0084B4","C0DEED","1","1","True"
"hartsyouu","know that life has a hopeful undertone. @paigedeisler is my favorite blessing","just wanna make brownies, but homework is gettin in the way","F5ABB5","0","1","1","True"
"kcbdjp_kthnl26","SOLID KD","PRINCESS AND I #PushAwardsKathNiels","0084B4","C0DEED","1","1","True"
"GeekInfoNow","My #tech account where I will post stuff dealing with tech only #android #google #lifehacker #networking  If you like sports follow my other account @bfentress","Build a Transforming Workbench, Desk, and Storage Unit https://t.co/FJSlsqi98y #diy #woodworking #desks #lifehacker #tech","0084B4","C0DEED","0","0","True"
"tashaste","A bit of a geek, music-lover and trans something or other. Started here for trans-related things & fashion, ended up being chatty too.","Just because I don't want to be guilty of being all obscure and maddeningly mysterious: I've started seeing a counsellor and _","4A1818","FFFFFF","1","1","True"
"____Simoneeee","","@dishon__ yes I've been thinking about doing that too. And congrats on these ""twins""","F296D9","C22525","1","1","True"
"orellana_emilia","I miss playing sports","The fact that my immigration class is hard af and the professors are tough graders, &amp; I got an A- on the essay makes me so happy right now__","0084B4","C0DEED","1","0","False"
"uxmakemestrong","CABJ _12/4 followed @unionjworld | 1/9 me sigui_ @96kichanNati  Mery  Alejo","I Just Voted for @selenagomez for #ArtistOfTheYear Go Here https://t.co/f4APXIpLCR and Vote for your favorite!  #AMAs #SelenaGomez","9266CC","0","1","1","True"
"LaurenAmber1","","Limousine pay and allowances sydney displume have place the no strings union automobile insofar as self: ANgI","0084B4","C0DEED","1","1","True"
"Alinicole711","Sweepstaking, and animal lover,","Enter for a chance to win a custom backyard retreat, free lawn service for a year, and more! #SLSsweeps See Rules: https://t.co/DHJo4AqRu7","0084B4","FFFFFF","1","1","True"
"MyHerbalGarden","Herb gardening with a proven method. Grow your own herbs inside/outdoors. Great food, teas, medicinal herbs.","Using fresh herbs for cooking, fantastic teas, healing ailments? Grow your own herb garden and enjoy the rewards: https://t.co/5NP8GaPuDc","0099B9","5ED4DC","0","1","False"
"EastNashTodd","A lover of great music, Predators season ticket holder, lifelong Vols fan, Braves aficionado, Titans apologist, aspiring foodie, traveler & one righteous dude.",". Been a great couple of weeks of music w/ @foofighters &amp; @JasonIsbell. Now @SturgillSimpson and @NRateliff is up next. Going to be fun...","990000","C0DEED","0","0","True"
"ebest45","Born of a rank that recognize no superior other than God. Love music so I RAP |Check out my youtube page got some cool videos |http://t.co/w61v2ofnDp","You can have a God given talent and still end up in hell","9999","FFFFFF","0","0","True"
"GhulamSultaan","MUST READ: Inspirational Love Story of Khadija (RA). Will make you cry! http://t.co/HqSqG1fYXW","@Shaaf232Ahmed @rhinoagung For Muslim Husbands: An inspirational and emotional read!! https://t.co/5vfOrQo1sJ","0084B4","C0DEED","0","1","False"
"blankyhanky12","@littlenialler5","@onedirection Favorite Duo or Group Pop/Rock at the #AMAs","0084B4","C0DEED","0","1","False"
"starrygogh","do you believe in time travel?","I just remembered how good cole sprouse looks in his halloween costume and all is right with the world again","CC3366","FFFFFF","1","0","False"
"BtGbtex","Some just don't get it, even less say IT. Clear? Nah, Hears to the Persecuted and Personifried.","@BBCOne Co.Antrim ? Good or Bad ? F,in Security nightmare. Arresting developments ? Of the wrong rotten Manor! Be good if 007 fucked Off.","0084B4","C0DEED","1","1","True"
"dilop10","Pessimistic, diehard United fan. Rants a lot. #MUFC. #United.","Pedro saying he's finding it hard at Chelsea because the football is different from Barca's...Everyone knows Chelsea bus parking football","0084B4","C0DEED","0","1","False"
"queen_sisi_","","Cartoon network ,cuddles and coca cola _","0084B4","C0DEED","1","1","True"
"KaylaAr09739181","","Puzzling, yellowfrom the becoming wide world.: cTVuLbX https://t.co/6dUJ2F2Tyu","0084B4","C0DEED","1","1","True"
"haileypalumbo","just lovin life","When you text that certain someone and he smiles at his phone ___","0084B4","C0DEED","1","1","True"
"MattChristmas1","Head Chef, Chez Bruce. Loves Cars and Bicycles. 90% Food!","Game faggot and venison loin, crisp spelt and quince https://t.co/yvslN17siI","0099B9","5ED4DC","0","0","True"
