"Train Accuracy = 56.0000002384"
"Loss = 0.758277"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"fixedclifford","@AmazingPhil: Time for some Netflix and Phil","@superiorhowell _____ i love your acc so much and omg yOUR ME LAYOUT IN CRYING ON THE FLOOR","FA743E","FFFFFF","0","1","False"
"ThreadbareHeart","My Threadbare Heart is my new venture. Handmade memory bears in treasured or specialist fabrics, and hanging heart bunting - from my heart to yours.","I'm so lucky..... I have some very kind and lovely customers https://t.co/ppBn9iIcbJ","0084B4","C0DEED","1","1","True"
"themissesmae","Youtuber/Twitch Streamer http://t.co/KyPzuhjyw6 | Business Email: missesmaeyt@gmail.com | Get 3% off by using my discount code G2AMae https://t.co/W2CRnJXTrP","Me and my main man. Also, ""party hats."" __ https://t.co/EbiG77XoTT https://t.co/h76E5409Yo","4D8DA3","0","1","1","True"
"Athena_Franco","It is my fate, NAY, MY DESTINY, to forever run into that first Goomba and die.","@harto Thanks for the vids re: Mental Health!","4A913C","0","1","1","True"
"LauraGraceeM","03/29/13 ryanrocca","its only 3:40 on monday after noon and i already want it to be the weekend :(((((","38543","EEEEEE","1","0","False"
"ruthHotReviewTV","r","Whitney Houston fan thrown out of musical for singing along 'loudly and badly': A WHITNEY Houston fan was thrown out of a performance...","0084B4","C0DEED","1","1","True"
"heyitsbenton","i'm kind of a hoe tbh","@whoevenislauren I RESPECT YOU AND YOUR CANDY PREFERENCES","0084B4","C0DEED","0","1","False"
"sddavis55","Fielders Choice Premier 18u _","the fact that I get to go home and play with bunnies makes this day suck a little less","589ED2","FFB93C","1","1","True"
"bear_lopez","I am a gentleman and a scholar. #legendstatus #USMC","First range of the deployment today","0084B4","C0DEED","0","1","False"
"pies263","basicaly be random rants, footy banter and full of instagram pics of mtb bikes, superbikes, fishing and other shit with loads of ###!  you been warned","@TheScreenFix been recommended by a friend. How much to fix a Sony z3 compact screen? And how long. Thanks","0084B4","C0DEED","0","1","False"
"lostinstvyles","Because I care more about your feelings than mine.@justinbieber //28062014// Klaine &Gallavich addicted","But someone gave me __ and opss https://t.co/9lN5oPf2zR","12020F","0","1","1","True"
"sydbowling_22","PA / IL '17","hbd to my crazy gal pal mack! love u long time sista ___ 
p.s u r the one w/ the accent @mackenziefilian","0099B9","5ED4DC","1","0","False"
"robertschwinn","#1 Alemany Fan and # 1 UPS driver","@FoxSportsWest @CIFSS @Serra__Football @AlemanyFootball @ Time for Alemany to Lay it on the line, #BringIt","0084B4","C0DEED","0","1","False"
"Danielleri","Senior reviewer @Polygon, @idlethumbs co-host, @NortheasternCPS grad professor, volunteer @aboutfacesf, hobbyist game developer and screenwriter, runner, boxer.","The robots will win! We will pay their electric bills and they will kill us all.","0099B9","5ED4DC","0","0","True"
"Naush88","Pragmatic Idealist l #Travel Junkie l #PR Pro @HensonConsult with a focus on #education.","It's #NationalPumpkinDay, and me here with no pumpkin... sad day","8B14C7","FFFFFF","1","1","True"
"EddieSlain","Late night dream stalker, nightmare catcher, demon eater","Thanks for the follow @BritishMonachy I hope you enjoy https://t.co/SkCiHxExp4!","DD2E44","0","1","0","False"
"tobylindsay","People and Organisation Development. Tenacious, strategic and fun (more often than not ;). Husband, father, Friend, lifelong learner and lover of life.","Amazing to see #BorisJohnson linked to the #arts #care and #ballet (via his mum) in the middle of @c4news reporting defeat for his buddies !","0084B4","C0DEED","0","0","True"
"GiGiCapone","President of The Warrior Djs & owner of Gigi Capone PR & Associates. #Management | #Publicity | #Booking. a.k.a. MR$.NO BUDGET-NO DICE. #WARRIOR #ZOOLIFE #FUPM","NEWS: A Star Is Viral: How 'Jem and the Holograms' Doesn't Get the Internet: Jem and the Holograms was a... https://t.co/z3cgca2XMp #GCPR","0","0","1","1","True"
"jdjtweet63","Interested in flying, music, amateur radio; and doing business via the Internet.","Build a Transforming Workbench, Desk, and Storage Unit: If you dont have a lot of space, you need to make cre... https://t.co/eTV6HOY9mM","0084B4","FFFFFF","0","1","False"
"iam_tomilade","Football Pundit | Talker | Critic | Barca Fan | Economist | Unaab Alumnus 2013 | Check Wikipedia & Google For My Full Bio | Retweets & Follows Not Endorsement.","#ShesAHoeIf
She has been to all the Night clubs in lagos.","0084B4","C0DEED","1","1","True"
"manojvp","Agile Software Development Consultant. Certified Scrum Trainer (CST)","I thought the @lithespeed theme @ #AgileDC was spooky not smart and beautiful ladies as it seem to be :-) https://t.co/lpirpIhLGn","9D582E","D9B17E","0","1","False"
"josarolis","","#abcnews Sausages and ham cause cancer, red meat probably does too: UN agency. Brace yourself, butchers _ https://t.co/3vETdrhTxf","852D04","FFFFFF","1","0","False"
"The2Sixteen","Artist|Photographer|#DoctorWho #GH #StarWars | @ManningOfficial @FinolaHughes @RealDrewGarrett @Bryan_Craig @KeenanTracey @MasonDye_ @shadowjet1 @IBlameJordan_","@MichelleAltman1 Laura &amp; Anna need to become bestfriends as Luke and Robert were. #GH #Lauranna #Generalhospital @finolahughes @GenieFrancis","27B3D6","0","0","0","True"
"unormal","A semi-sentient colony of self-assembling, cooperative, biological nano-units. Still somewhat functional, despite its age. | Sproggiwood | Caves of Qud","@Einherion Yeah, you can crack seawater-&gt;H and pull CO2 out of the atmosphere with syngas production, turn co2 to oil. :)","382F1D","C0DEED","0","1","False"
"KaitliinIrenne","UNT | Special Education Major","My professor put a ""review"" up for our exam tomorrow and it's literally one giant PowerPoint of all the previous powerpoints we've had.. Thx","CD16DE","FFFFFF","1","1","True"
"Coco_4711","","...and here's a shill acknowledging what a ""tough gig"" #McCann is....
#youcouldntmakeitup #OWNGOAL #lol #cheers  https://t.co/BLdwFyTNZh","0084B4","C0DEED","1","1","True"
"lanespannagel","texan by the grace of God. #TAMU18ish Psalm 23:4. |devine~cstat| #LovePeopleBetter #IAmSecond","@RyanSebesta wait is that me or chandler? The moves look the same. https://t.co/DMLFUT0qEU","CC3366","DBE9ED","1","1","True"
"DanaUnleashed","Think you know MMA? If you have 7 followers and a goofy pic, then please tell me how to run the UFC. Only a goofball would have a parody account.","Conor McGregor got kicked out of the pubs in Dublin over the weekend for trying to pick himself up @MMARoasted","0084B4","C0DEED","0","1","False"
"20Killam","follow me if you're online and I'll follow back","Six years of this hymn that made me a fan and marked my life @ladygaga #BadRomance","ABB8C2","0","0","1","False"
"BestCoachRadio","#Best #TalkRadio #HealthCoach #LifeCoach #BusinessCoach #WeightlossCoach #PersonalCoach","Learn how you to harness your best time and get your most important work done. Listen Live: https://t.co/dn7nCJnwQ1 best #TalkRadio","0084B4","C0DEED","1","0","False"
"dee_ai89","Bio-logie","___ u can't deny it, that moment when Lesnar bitch slapped Taker with the chair through the face was funny #HIAC","0084B4","C0DEED","0","1","False"
"cselley","Columnist, and wise-ass summarizer of other pundits, for the National Post. The Real Media Elite. (But these Tweets are my own!) I'm at cselley@nationalpost.com","By this logic, don't the Liberals have a ""moral imperative"" to leave electoral reform up to the all-party committee, as promised?","0084B4","C0DEED","0","1","False"
"SanJoseTalks","#Best #TalkRadio #SanJose","Expectant #parents can gain the confidence they need to enjoy and care for their babies. #advice Listen: https://t.co/smjvpFaeov #TalkRadio","0084B4","C0DEED","1","1","True"
"dwhravens","Always give and be kind.","Checked into hotel and SURROUNDED BY @Ravens fans.!!!!!! LET'S GOOOOOOOOOOOO!!!!!!!","0084B4","C0DEED","0","1","False"
"xlarspanda","","I wanna win! Hull Uni Students! Follow us and Retweet this message for a chance to win a 20 Amazon Voucher! For m_ https://t.co/9GbbyugjnL","0084B4","C0DEED","1","1","True"
"imLuna_thecat","I'm the star of my mom's snapchat stories, and the feline your mother warned you about. Currently being raised by my two mom's","Been a pretty relaxed day, I slept, played with the cardboard box instead of my toys, and knocked my food all over the kitchen","0084B4","C0DEED","1","1","True"
"jespertje66","I love sports,dogs, snow! And helping, protecting and loving all animals! And most of All my Wire Fox Terrier!","Funny_dog and cat https://t.co/gZPJOKBQ3Q","0084B4","C0DEED","1","0","False"
"CherylRainfield","Award-winning author SCARS, STAINED, HUNTED. I write the books I needed. Feminist, Queer, Incest & Ritual Abuse Survivor. PR @JulieSchoerke","I've spent the day signing &amp; personalizing copies of STAINED &amp; SCARS for a group of students and_ https://t.co/GvlgMxjZIY","0DC3E8","FFFFFF","1","1","True"
"johnortegon","","@Radioacktiva_ #RadioacktivaMuse TODAY IS THE DAY MUSEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE","0084B4","C0DEED","0","1","False"
"BecciiLeigh","8-2-67 ~ 9-4-13",""" I'm supposed to do exercises, but usually I just wanna sit down and be fat"" words from my 7 month pregnant sister ____","47284C","D58861","1","1","True"
