"Train Accuracy = 59.9999964237"
"Loss = 0.683696"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"PROMO4LIFE_BIZ","Whats the biz?? 
Your Hub for branding, marketing and promotion, mixtapes, graphic design, printing, djs, artists ETC!","THE BAY IS JUMPING WITH THIS NEW SONG!! @_OfficialHaze #WhoDat w/ @__lilnate https://t.co/uE6NSNUKQ0","FF0000","0","1","1","True"
"usa_ella","any questions?","Photo: Persian Circle - The University of Chicago | Middle Eastern Studies |391212381: Persian Circle The... https://t.co/TSBvgrT7eP","0084B4","C0DEED","1","1","True"
"kwaichi","Parent & Food blog http://t.co/oeTuE8su9B | Top YouTube Reviewer http://t.co/CdRxOMLSG9 | Linkedin http://t.co/2BVfNQ3t0a | Top 10 Parent http://t.co/YLjr7gpFmo","All right, all right: Matthew McConaughey and Adele are coming to 'Saturday Night Live' https://t.co/0leX0YfHeZ","485C3A","FFFFFF","0","1","False"
"das_brutus","_____ _ _____ ___________.","one person followed me and 2 people unfollowed me // automatically checked by https://t.co/YQ5FwlYCyp","CC3366","DBE9ED","0","0","True"
"liamsotherlover","@real_liam_payne other: @amarie343 https://t.co/Eiqx5cNph9 https://t.co/Rw1X6kOZxo","The 1D shirt https://t.co/HrM7psAtp3","0084B4","C0DEED","1","1","True"
"Lzrjok","Amateur snark.  Husband of a very talented designer and proud father of two sons who married very well.","Hillary lips are movin' and its lies lies lies!
Hillary2016. #bengazi  https://t.co/DN3YcjgHcG","0084B4","C0DEED","0","1","False"
"FX_Gaub","","Tech Setups For EUR/USD, USD/JPY, GBP/USD, AUD/USD - Barclays: The following are the latest technical setups f... https://t.co/1o6IxUBsnu","0084B4","C0DEED","1","1","True"
"Jls_ca","Family, Soaps and Football here.
90% of my tweets are Soap related. Enjoy!","Is Julian apologizing tomorrow for the New Years sex? LOL","0084B4","C0DEED","1","1","True"
"Mr_Rubes","I solve Rubix Cubes for $$$$","Southern brothers must go to salons to get they hair did?? Yall getting a wash and set right next to ya lady?","0084B4","C0DEED","0","0","True"
"thathogangirl","junior @ NMHS","When you try to be nice and bring Emily coffee and a bagel for breakfast and she doesn't even show up _","0084B4","C0DEED","1","1","True"
"sfreshprincess","Who?....Her Royal Badness, full of superficial expectations. Intersectional. Not actually a Spice Girl.","@IceCreamEaterrr You and your smile is precious","15EDA2","FFFFFF","0","1","False"
"Mai88tan","In love with Touhou, KanColle, Doujin Music, Yuri, Anime, Manga | YukaReimu ftw | No good Scan-/Translator | Haruna's mai waifu | @HimeMelancholy is my Senpai!","@HimeMelancholy ah well, sometimes these voices just caught my attention and I looked up, then finding them in more animes as I've paid more","B80D0D","FFFFFF","1","1","True"
"LukeMtwetwe","Radio DJ, Content Producer & V.O Artist | Entrepreneur | Media Enthusiast | Hip Hop | Deep House | #WeLoveHipHop","The rose that grew from concrete stones. https://t.co/oSNlr9O5UC","0084B4","C0DEED","0","1","False"
"waveridercd","I Absolutely Love Josh Devine&Ollie Green,*NSync,Wheatus,1D,Joey Cottle,5SOS!I'm #1 AZ Deviner,Green Fighter,Frog,Directioner!Chris,Lance,JC,Joey, Justin","Uploading My Videos To YouTube Today!! :) Keep On The Lookout For Them! On My Channels at OceanaMermaid426 &amp; CK DeP :) Love You All! :)","0084B4","C0DEED","0","0","True"
"Superfluxus","Computer guy, music guy, bike guy. Rarely at the same time.","@d0ubleshad0w dammit
WooooOOOo
Today was my least productive day ever and it's only going to get worse tbh","0084B4","C0DEED","0","1","False"
"SXYVS","Must be 18+ to view this website. Follow and mention for retweets. Check Out The Hottest Girls at _ http://t.co/X1meSzteSn ","Check Out The #HOTTEST Girls at _ https://t.co/LA4XWa72eW  #FOLLOW @DrR0X @Sexiest_Hotties https://t.co/sj9Xgaw318","0084B4","C0DEED","1","1","True"
"always_chloe","where there is kindness there is goodness and where there is goodness there is magic","The 5th Wave is such a good story, a sister trying to find her brother, a boy trying to fight how he was born, and trying to keep promises _","9266CC","0","1","0","False"
"aakashdurai23","Don't be a wolf trying to find a pack, be the wolf to lead a pack! Lebron is GOAT! FAMILY always comes FIRST!","Your the only one that matters","0084B4","C0DEED","0","1","False"
"imyoungsaiah","music inquires verses collabs Bookings contact Johnson.Isaiah952@Gmail.Com Late Nights Turnt early mornings coming soon (http://t.co/JNQ3epqJed)","Wen i try too sign in it says unable too sign in But i was just told that i needed the Play station plus@AskEASupport","2FC2EF","181A1E","0","1","False"
"Peachpapayya","God forgives.....I don't

Its like Chuckie and Griselda Blanco got booty and birth ME!","I could honestly watch Curb your enthusiasm and big bang theory AWWWWWWLLLLL day!","4DDEDE","0A020A","1","1","True"
"King_Of_Supreme","LOYALTY THE LIFESTYLE #DMV #RipReikyBooby #RipNugg #DaWave #RIPDomo $upremeBoys SC:kingof1supreme","Outsiders get taxed and I leave bitches where they at","CC3366","0","0","0","True"
"JacobHastings1","partly because of your love for yoghurt","the Mr G x hotline bling is definitely the best","0084B4","C0DEED","0","1","False"
"urbonangel","Life is too short to hold grudges","I liked a @YouTube video from @stuffbymc https://t.co/lQaaRZ3kIJ Coin 2.0 Review (NFC and EMV Update)","0084B4","C0DEED","1","1","True"
"Venom_Kidman","https://t.co/cwwcNyrRqi","@TheRock Check out the best group of your Russian fans in vk! ;) #TBI https://t.co/w8gLiXff7x https://t.co/dIfvprB6a1","0084B4","C0DEED","0","1","False"
"pmmd","Social Scientist : focus on Body,Gifting,citizenship

fitness instructor who loves to box, run and train, and is into making me the fittest I have ever been.","""@buckssociology : What are human rights? @rights_info video: https://t.co/P0BaPa7LzT
Join the campaign: https://t.co/dakcrAM6yj""","0084B4","C0DEED","1","1","True"
"D__REEZY","This is the backup page. So y'all follow me on this page. plus.  #INSTAGRAM: reddick_reezy  #SNAPCHAT me: d_reezy4 (http://t.co/WZEGHuecBM)","Prayers go out to Oklahoma State University cause last week 4 ppl died and 44 injured during the shooting at OSU homecoming parade.","0084B4","C0DEED","0","0","True"
"rachel_wurzel","","Also super excited to read the ""The Second Civil War"". Definitely rooting for War Admiral! (wink, wink) #NWCENGL1010","0084B4","C0DEED","1","1","True"
"michaelcazz","22 _ Pipedreamer","@kfc having no buns/wraps/burritos and literally just chicken at Hampton, Peterborough. Have a word Colonel... #macciesfordinner #notlovinit","0084B4","C0DEED","0","0","True"
"jiggyjaguar","{James Lowe} Blogger,social media journalist,radio and TV host. Co-Founder of Concerts for the Cause &Once paid for an interview w/ a Triple Double stuffed Oreo","Interviewing Rick Zeiler, the owner of Cold Cock Whiskey this afternoon on https://t.co/6ygEkXblvB {Yep all these bloggers &amp; Podcast...","9999","EEEEEE","0","0","True"
"SimonG4all","Wine industry geek, bass player, brewer and Dad","@Smallest_of_all @BBCRoryCJ Disposal was an *ahem* alimentary matter. The wrappers proved less appetising..
#DownTheSofa","0084B4","C0DEED","0","0","True"
"leahanneta","leahanne","Volume Alert - CRUS 29.15 Cirrus Logic $CRUS Hit a high today of 33.00 Closing the day 14:20 at 29.15 -4.59 -1 https://t.co/lVXJdjpgRR","990000","DFDFDF","1","1","True"
"NiallKennedy","Experienced digital marketing consultant, publisher. Music, football, photos, stuff and nonsense. http://t.co/puuK01Y0Fe","@punk_rock_icon I'm on the wine tonight.","0084B4","FFFFFF","0","0","True"
"ashoncrawley","just like magazines, i got issues //////////// writing a book titled *Blackpentecostal Breath: The Aesthetics of Possibility*","it doesn't produce radicalism but, rather, mutes protest and work. there are receipts.","ABB8C2","5ED4DC","0","1","False"
"LittleRedWitchH","Yes I'm the little witch hooded in red. Dreamer I am. Born high to nobles and raised low as a thug. I will admit to be addicted to danger. Parents died. #DARP","@JamieLothbrokRP ""How d they get that way? Magic? A curse? A fish and human getting married? The qeustions. Can she breathe air and water?""","0084B4","C0DEED","1","0","False"
"CallMarcus","What makes people tick? Taking unpopular positions and discussing #geopolitics, innovation, media and #privacy. #BigData and #IoT. Representing myself.","@THUotila throwing in a @garyvee quote, ""marketers ruin everything"". Goes also with the impact of evil guys harassing the good guys (cables)","4.96E+61","FF0D3D","0","0","True"
