"Train Accuracy = 47.9999989271"
"Loss = 0.805986"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"Misology","H-D riding Grampa, Viet Nam vet, small business owner-20 yrs, retired from oilpatch  after 40+ yrs Shade Tree Mechanic, Guitar Afficianado, C-SPAN Junkie etc...","Russian Ships Near Data Cables Are Too Close for U.S. Comfort
By DAVID E. SANGER and ERIC SCHMITTOCT. 25, 2015... https://t.co/ckaCeM2shk","0084B4","C0DEED","0","1","False"
"Saudalhussaini1","Why So Serious ? .. #MUFC _ .. #","___ : Childhood friend __ .. Fek m7nt The Weeknd .. Kfo w rjal __ w mshdshd _ .. Tweets on point ___ .. 7bb glbe walla _","0084B4","C0DEED","0","1","False"
"HemiGoesHam","Tell your mother you love her","I liked a @YouTube video from @fazeblaziken https://t.co/9DnW0yAK6m GIANT SLOTH AT THE FAZE HOUSE","0084B4","C0DEED","1","1","True"
"isabellareanna","free your mind","on the sea // beach house","9266CC","0","1","1","True"
"muse_no_brasil","This is about Muse.","@CaptMorganized Thank you Morgan for the pictures! Please come back soon and thanks for been always so nice.","0084B4","C0DEED","1","1","True"
"BenVealWrites","Account Director @highlightpr  Book lover  @AlfieSausageDog's walker   Proverbs 29:11  Views my own.","Fair play to Bray Wyatt &amp; Roman Reigns. Their feud was pointless and went on forever, but they put on a fine gimmick-filled battle at #HIAC.","0084B4","FFFFFF","0","1","False"
"evelynbradburyv","","DENNIS THE MENACE GIANT VACATION SPECIAL 1 5.0 VGF SUMMER 1955 STANDARD COMICS https://t.co/qe8nPMzdRS https://t.co/Uv9Meh0g6C","0084B4","C0DEED","1","1","True"
"0nlyonthursdays","wXOrldwide.","girl shut the fuck up","3B94D9","65B0DA","1","1","True"
"AinhoaGredilla","","So tonight kiss me like its do or die
And take me to the other side. 
______ https://t.co/SG5MKwqPWn","0084B4","FFFFFF","1","1","True"
"montgomery44","","Eyebrows tell the truth","0084B4","C0DEED","1","1","True"
"blaaaakey","sure fine whatever","I just bought tickets for Post War Glamour Girls  at The Cookie, Leicester from https://t.co/BP7THGHF37! https://t.co/efU07V6cN3 via @ents24","D8B3F2","FFFFFF","1","1","True"
"ShouldaBeenDead","Been through a lot, but won't use it as an excuse not to be better. I choose to rise above.","""Discipline starts every day when the first alarm clock goes off in the morning,"" he writes. ""I say 'first alarm... https://t.co/Lye6mFSkBe","D60D0D","C0DEED","0","1","False"
"ileola_k","A typical G that doesn't know much about himself, luw_ is inv_lvd.............................................. Designing is my style","The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/W2VzWp6ERp","89C9FA","0","0","1","False"
"AlvesCristiano7","Paper chasin, paper runnin, paper gunnin, paper gettin, paper havin, paper catchin, Dont forget that paper grab it","@Samd96 there ya go! I say we gather the crew and go during winter break when it's all Christmased out","0084B4","C0DEED","0","0","True"
"DebIllustration","Illustrator, doodler, mum of two!
http://t.co/Nvzs0PkC83","@BookMonsterAlly haha well i've been working on them since Esther drew the face for me! :) hehe thank you!","94D487","0","1","1","True"
"StoriiTrue","CHANCES ARE IM WHAT'S HER NAME","PPL WILL CALL U AND ASK U A MILLION??? BITCH STOP BEATING AROUND THE BUSH WHAT YOUR NOSEY ASS WANT __","0084B4","C0DEED","1","0","False"
"pricearmstrong","Daily bike commuter and frequent transit data analyst.","Problem with Boston TOD is that new development benefits the city/town, not the Ts bottom line #innovationdistrict #railvolution","0084B4","C0DEED","0","0","True"
"VillainNickDark","|_Bearded Villain_ by Night|Maestro by Day|Musician|Hopeless Romantic","When you have responsibilities now and you eat, shower and poop with only candles on smh _","0084B4","0","0","1","False"
"A_Miekis","Romans 8:18.","@FineLookinKline you could start out in go karts and work you're way up! #BabySteps","0CF014","A8C7F7","0","1","False"
